,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,name_len
47739,Manhattan,Harlem,Private room,99,1,1,1.0,1,256,45
47740,Brooklyn,East Flatbush,Private room,85,1,1,1.0,1,167,41
47741,Staten Island,West Brighton,Entire home/apt,190,1,0,1.3732214298586884,5,342,42
47742,Manhattan,Lower East Side,Entire home/apt,129,2,0,1.3732214298586884,1,15,38
47743,Brooklyn,Williamsburg,Entire home/apt,89,2,1,1.0,1,266,46
47744,Queens,Long Island City,Private room,375,2,0,1.3732214298586884,1,356,47
47745,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,14,0,1.3732214298586884,1,85,50
47746,Manhattan,East Village,Entire home/apt,450,3,0,1.3732214298586884,1,361,43
47747,Brooklyn,Williamsburg,Entire home/apt,220,30,0,1.3732214298586884,6,211,43
47748,Manhattan,Washington Heights,Private room,50,2,1,1.0,1,26,43
47749,Brooklyn,Williamsburg,Entire home/apt,220,30,0,1.3732214298586884,6,205,47
47750,Queens,Astoria,Private room,60,30,0,1.3732214298586884,1,43,35
47751,Manhattan,East Village,Entire home/apt,225,3,0,1.3732214298586884,1,7,47
47752,Queens,Bayside,Private room,100,1,0,1.3732214298586884,2,358,68
47753,Brooklyn,Crown Heights,Entire home/apt,100,7,0,1.3732214298586884,1,44,32
47754,Manhattan,Hell's Kitchen,Entire home/apt,280,3,2,2.0,1,341,27
47755,Queens,East Elmhurst,Private room,65,1,0,1.3732214298586884,1,36,42
47756,Brooklyn,Clinton Hill,Shared room,45,1,0,1.3732214298586884,6,345,50
47757,Brooklyn,Crown Heights,Private room,62,3,0,1.3732214298586884,1,22,49
47758,Manhattan,East Village,Entire home/apt,315,5,2,2.0,1,249,48
47759,Queens,Astoria,Entire home/apt,500,2,0,1.3732214298586884,1,157,39
47760,Manhattan,Midtown,Entire home/apt,399,3,0,1.3732214298586884,1,148,45
47761,Brooklyn,Greenpoint,Entire home/apt,164,4,0,1.3732214298586884,1,7,50
47762,Brooklyn,Williamsburg,Private room,60,1,0,1.3732214298586884,2,173,21
47763,Manhattan,NoHo,Entire home/apt,180,5,0,1.3732214298586884,1,317,32
47764,Manhattan,Midtown,Entire home/apt,499,3,0,1.3732214298586884,1,144,42
47765,Brooklyn,Sheepshead Bay,Private room,35,2,2,2.0,1,250,13
47766,Manhattan,Hell's Kitchen,Entire home/apt,229,3,1,1.0,1,150,41
47767,Queens,Flushing,Private room,50,7,0,1.3732214298586884,1,89,21
47768,Manhattan,West Village,Private room,79,28,0,1.3732214298586884,3,70,48
47769,Manhattan,Upper West Side,Entire home/apt,307,4,0,1.3732214298586884,1,344,50
47770,Manhattan,Chelsea,Entire home/apt,225,3,0,1.3732214298586884,1,87,41
47771,Brooklyn,Park Slope,Entire home/apt,145,6,0,1.3732214298586884,1,14,48
47772,Queens,Briarwood,Entire home/apt,85,5,1,1.0,1,54,20
47773,Brooklyn,Williamsburg,Entire home/apt,110,2,0,1.3732214298586884,1,30,49
47774,Bronx,North Riverdale,Private room,40,1,1,1.0,3,179,23
47775,Queens,Ridgewood,Private room,180,1,2,2.0,3,78,50
47776,Manhattan,Murray Hill,Entire home/apt,299,3,1,1.0,1,187,43
47777,Brooklyn,Bushwick,Private room,60,1,0,1.3732214298586884,1,97,20
47778,Manhattan,Murray Hill,Entire home/apt,199,3,0,1.3732214298586884,1,208,50
47779,Manhattan,Upper East Side,Entire home/apt,299,3,0,1.3732214298586884,1,177,45
47780,Manhattan,East Harlem,Private room,80,3,1,1.0,3,213,50
47781,Manhattan,East Harlem,Private room,80,3,2,2.0,3,242,48
47782,Manhattan,East Harlem,Entire home/apt,450,3,0,1.3732214298586884,1,358,35
47783,Brooklyn,Williamsburg,Shared room,115,3,1,1.0,2,66,39
47784,Brooklyn,Bedford-Stuyvesant,Private room,100,1,0,1.3732214298586884,1,87,28
47785,Manhattan,Harlem,Private room,150,1,0,1.3732214298586884,1,8,45
47786,Queens,Long Island City,Private room,85,3,0,1.3732214298586884,1,250,32
47787,Manhattan,East Village,Entire home/apt,375,3,0,1.3732214298586884,1,357,37
47788,Queens,Briarwood,Entire home/apt,105,1,4,4.0,1,208,48
47789,Manhattan,Hell's Kitchen,Entire home/apt,179,2,0,1.3732214298586884,1,12,38
47790,Brooklyn,Williamsburg,Entire home/apt,250,5,0,1.3732214298586884,1,318,43
47791,Brooklyn,Williamsburg,Entire home/apt,195,30,0,1.3732214298586884,6,200,43
47792,Manhattan,Hell's Kitchen,Entire home/apt,189,31,0,1.3732214298586884,1,237,25
47793,Brooklyn,Williamsburg,Entire home/apt,195,30,0,1.3732214298586884,6,239,39
47794,Manhattan,Upper West Side,Entire home/apt,150,4,0,1.3732214298586884,1,63,32
47795,Queens,Bayside,Private room,100,1,0,1.3732214298586884,2,351,76
47796,Manhattan,Upper East Side,Private room,100,3,0,1.3732214298586884,3,37,43
47797,Brooklyn,Bedford-Stuyvesant,Private room,55,1,0,1.3732214298586884,1,312,28
47798,Manhattan,Financial District,Entire home/apt,699,29,0,1.3732214298586884,327,327,41
47799,Manhattan,Harlem,Shared room,30,7,0,1.3732214298586884,1,83,48
47800,Brooklyn,Williamsburg,Entire home/apt,350,4,0,1.3732214298586884,1,9,44
47801,Manhattan,Upper East Side,Entire home/apt,230,3,0,1.3732214298586884,1,324,47
47802,Manhattan,Little Italy,Entire home/apt,350,4,0,1.3732214298586884,1,334,43
47803,Manhattan,East Village,Private room,100,1,0,1.3732214298586884,1,188,37
47804,Brooklyn,Bushwick,Private room,49,1,1,1.0,6,7,40
47805,Manhattan,Financial District,Entire home/apt,699,29,0,1.3732214298586884,327,341,39
47806,Brooklyn,Crown Heights,Entire home/apt,190,2,0,1.3732214298586884,1,128,50
47807,Brooklyn,Canarsie,Entire home/apt,110,2,1,1.0,1,360,17
47808,Brooklyn,Bushwick,Private room,30,3,0,1.3732214298586884,3,100,48
47809,Brooklyn,Bushwick,Private room,99,3,3,3.0,2,17,40
47810,Manhattan,Morningside Heights,Private room,63,10,0,1.3732214298586884,2,83,8
47811,Brooklyn,Bedford-Stuyvesant,Private room,45,2,1,1.0,1,6,46
47812,Brooklyn,Williamsburg,Entire home/apt,220,4,1,1.0,1,25,49
47813,Manhattan,Kips Bay,Entire home/apt,179,5,0,1.3732214298586884,1,236,47
47814,Manhattan,Theater District,Entire home/apt,249,5,0,1.3732214298586884,1,117,43
47815,Brooklyn,East New York,Private room,60,1,1,1.0,1,361,24
47816,Manhattan,Morningside Heights,Private room,250,1,0,1.3732214298586884,2,17,17
47817,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,2,0,1.3732214298586884,1,71,25
47818,Manhattan,Midtown,Entire home/apt,290,7,0,1.3732214298586884,1,199,48
47819,Queens,Elmhurst,Entire home/apt,88,1,0,1.3732214298586884,2,50,50
47820,Manhattan,Upper East Side,Entire home/apt,199,4,1,1.0,1,314,42
47821,Manhattan,Little Italy,Entire home/apt,125,3,0,1.3732214298586884,1,11,41
47822,Bronx,Pelham Gardens,Entire home/apt,79,2,2,2.0,2,169,50
47823,Brooklyn,Bushwick,Entire home/apt,550,2,0,1.3732214298586884,3,354,48
47824,Manhattan,Harlem,Entire home/apt,300,3,2,2.0,1,349,46
47825,Manhattan,Harlem,Entire home/apt,225,3,0,1.3732214298586884,2,170,22
47826,Brooklyn,Greenpoint,Entire home/apt,260,2,1,1.0,1,245,50
47827,Brooklyn,Park Slope,Entire home/apt,185,3,1,1.0,1,117,45
47828,Brooklyn,Bushwick,Entire home/apt,280,2,0,1.3732214298586884,3,356,49
47829,Brooklyn,Bushwick,Entire home/apt,249,2,1,1.0,1,17,47
47830,Queens,Astoria,Private room,90,3,0,1.3732214298586884,1,78,49
47831,Manhattan,Harlem,Private room,47,1,0,1.3732214298586884,2,115,50
47832,Queens,Jamaica,Entire home/apt,128,1,5,5.0,1,176,29
47833,Queens,Ridgewood,Entire home/apt,220,4,2,2.0,2,146,45
47834,Queens,Bay Terrace,Entire home/apt,258,1,0,1.3732214298586884,1,362,4
47835,Queens,East Elmhurst,Entire home/apt,90,2,2,2.0,1,135,38
47836,Manhattan,Kips Bay,Private room,400,2,0,1.3732214298586884,1,365,50
47837,Queens,Rosedale,Private room,79,1,3,3.0,3,89,13
47838,Manhattan,Upper West Side,Private room,100,1,1,1.0,1,1,8
47839,Queens,Woodhaven,Private room,66,2,2,2.0,2,364,50
47840,Manhattan,Midtown,Entire home/apt,425,5,0,1.3732214298586884,1,40,44
47841,Manhattan,Midtown,Entire home/apt,425,3,0,1.3732214298586884,1,24,43
47842,Manhattan,East Village,Entire home/apt,235,3,1,1.0,1,326,50
47843,Manhattan,Washington Heights,Private room,84,1,0,1.3732214298586884,1,39,46
47844,Manhattan,Midtown,Entire home/apt,135,30,0,1.3732214298586884,1,99,45
47845,Manhattan,Midtown,Private room,100,1,1,1.0,1,1,46
47846,Manhattan,Murray Hill,Entire home/apt,346,1,0,1.3732214298586884,1,364,50
47847,Brooklyn,Williamsburg,Private room,80,3,0,1.3732214298586884,1,351,49
47848,Manhattan,Midtown,Entire home/apt,200,30,0,1.3732214298586884,1,155,43
47849,Manhattan,Harlem,Entire home/apt,125,1,0,1.3732214298586884,1,69,27
47850,Queens,Long Island City,Entire home/apt,170,3,0,1.3732214298586884,7,16,50
47851,Brooklyn,South Slope,Entire home/apt,125,2,2,2.0,1,9,45
47852,Manhattan,East Harlem,Private room,65,3,0,1.3732214298586884,1,173,44
47853,Manhattan,Midtown,Entire home/apt,1600,3,0,1.3732214298586884,1,365,40
47854,Brooklyn,Fort Greene,Entire home/apt,800,3,0,1.3732214298586884,1,37,46
47855,Manhattan,Hell's Kitchen,Entire home/apt,200,3,1,1.0,1,39,11
47856,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,11,0,1.3732214298586884,1,25,50
47857,Queens,Astoria,Entire home/apt,250,2,0,1.3732214298586884,1,354,46
47858,Brooklyn,Bedford-Stuyvesant,Entire home/apt,44,1,0,1.3732214298586884,3,179,14
47859,Brooklyn,Williamsburg,Entire home/apt,112,31,0,1.3732214298586884,1,195,48
47860,Manhattan,Upper East Side,Private room,122,10,0,1.3732214298586884,3,306,38
47861,Manhattan,Tribeca,Entire home/apt,380,5,0,1.3732214298586884,1,73,19
47862,Manhattan,Harlem,Private room,60,1,3,3.0,2,49,45
47863,Brooklyn,Williamsburg,Private room,90,1,0,1.3732214298586884,1,179,44
47864,Brooklyn,Flatbush,Entire home/apt,100,2,0,1.3732214298586884,2,71,42
47865,Manhattan,Hell's Kitchen,Private room,225,2,0,1.3732214298586884,1,20,41
47866,Brooklyn,Flatbush,Entire home/apt,120,4,0,1.3732214298586884,1,65,37
47867,Manhattan,East Harlem,Private room,95,1,1,1.0,1,8,47
47868,Manhattan,Upper West Side,Private room,60,1,0,1.3732214298586884,1,7,34
47869,Brooklyn,Williamsburg,Private room,59,2,2,2.0,3,74,35
47870,Manhattan,Greenwich Village,Entire home/apt,420,4,0,1.3732214298586884,3,22,23
47871,Manhattan,Harlem,Private room,60,1,2,2.0,2,33,49
47872,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,1,3,3.0,1,228,47
47873,Manhattan,East Village,Entire home/apt,140,10,0,1.3732214298586884,2,264,50
47874,Brooklyn,Williamsburg,Entire home/apt,285,7,0,1.3732214298586884,1,6,49
47875,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,135,3,0,1.3732214298586884,1,9,50
47876,Brooklyn,Bushwick,Entire home/apt,199,6,0,1.3732214298586884,1,85,36
47877,Brooklyn,Borough Park,Private room,69,1,0,1.3732214298586884,6,365,16
47878,Brooklyn,Cobble Hill,Entire home/apt,289,30,0,1.3732214298586884,1,105,50
47879,Brooklyn,Crown Heights,Private room,70,4,0,1.3732214298586884,2,17,37
47880,Manhattan,Chelsea,Private room,105,1,1,1.0,2,31,41
47881,Manhattan,East Village,Entire home/apt,129,20,0,1.3732214298586884,2,180,49
47882,Manhattan,Chelsea,Private room,105,1,2,2.0,2,31,50
47883,Manhattan,Greenwich Village,Private room,116,1,0,1.3732214298586884,1,105,41
47884,Brooklyn,Fort Greene,Entire home/apt,199,2,1,1.0,1,68,43
47885,Brooklyn,Williamsburg,Entire home/apt,196,1,0,1.3732214298586884,1,95,46
47886,Brooklyn,Williamsburg,Entire home/apt,175,2,0,1.3732214298586884,1,81,44
47887,Brooklyn,Greenpoint,Entire home/apt,128,30,0,1.3732214298586884,1,312,25
47888,Manhattan,Hell's Kitchen,Entire home/apt,250,2,0,1.3732214298586884,1,32,50
47889,Brooklyn,Williamsburg,Entire home/apt,100,2,1,1.0,1,296,47
47890,Manhattan,Financial District,Entire home/apt,150,30,1,1.0,1,53,45
47891,Brooklyn,Bushwick,Private room,60,1,0,1.3732214298586884,1,179,49
47892,Queens,Flushing,Private room,80,3,0,1.3732214298586884,4,358,49
47893,Queens,Sunnyside,Private room,80,2,2,2.0,2,188,47
47894,Brooklyn,Williamsburg,Private room,57,2,1,1.0,3,16,42
47895,Brooklyn,Williamsburg,Private room,59,2,2,2.0,3,15,48
47896,Manhattan,Upper West Side,Private room,130,2,0,1.3732214298586884,1,71,35
47897,Queens,Edgemere,Private room,50,3,0,1.3732214298586884,1,363,15
47898,Bronx,Longwood,Entire home/apt,75,3,0,1.3732214298586884,1,0,49
47899,Brooklyn,Flatbush,Private room,85,14,0,1.3732214298586884,2,176,20
47900,Brooklyn,Bushwick,Private room,45,1,0,1.3732214298586884,1,16,42
47901,Manhattan,Chinatown,Entire home/apt,350,2,0,1.3732214298586884,2,12,31
47902,Brooklyn,East New York,Private room,50,3,0,1.3732214298586884,2,23,36
47903,Manhattan,East Village,Entire home/apt,119,12,0,1.3732214298586884,1,247,48
47904,Brooklyn,Bushwick,Entire home/apt,120,2,0,1.3732214298586884,3,155,48
47905,Manhattan,Kips Bay,Private room,200,1,0,1.3732214298586884,1,89,41
47906,Queens,Ditmars Steinway,Entire home/apt,190,4,0,1.3732214298586884,1,152,49
47907,Manhattan,Midtown,Entire home/apt,133,30,0,1.3732214298586884,1,246,50
47908,Brooklyn,Bushwick,Private room,50,1,1,1.0,1,365,44
47909,Brooklyn,Flatbush,Entire home/apt,123,1,0,1.3732214298586884,1,365,8
47910,Manhattan,Washington Heights,Entire home/apt,260,5,0,1.3732214298586884,1,260,45
47911,Brooklyn,Williamsburg,Entire home/apt,599,2,1,1.0,1,346,34
47912,Brooklyn,Williamsburg,Entire home/apt,300,14,0,1.3732214298586884,1,38,49
47913,Brooklyn,Bedford-Stuyvesant,Private room,250,2,0,1.3732214298586884,1,350,42
47914,Queens,Long Island City,Private room,79,2,0,1.3732214298586884,2,279,50
47915,Manhattan,Washington Heights,Entire home/apt,129,31,0,1.3732214298586884,1,306,25
47916,Manhattan,Murray Hill,Private room,185,1,0,1.3732214298586884,1,310,31
47917,Manhattan,East Harlem,Private room,75,5,1,1.0,1,291,46
47918,Queens,Ditmars Steinway,Private room,62,9,0,1.3732214298586884,2,365,50
47919,Brooklyn,East New York,Private room,49,3,0,1.3732214298586884,2,23,29
47920,Manhattan,Financial District,Shared room,65,1,0,1.3732214298586884,1,357,50
47921,Bronx,Allerton,Entire home/apt,140,2,1,1.0,1,175,45
47922,Brooklyn,Williamsburg,Entire home/apt,180,2,0,1.3732214298586884,1,6,50
47923,Manhattan,Lower East Side,Entire home/apt,143,4,0,1.3732214298586884,1,343,43
47924,Manhattan,Washington Heights,Private room,52,1,0,1.3732214298586884,3,33,34
47925,Manhattan,Washington Heights,Private room,54,1,0,1.3732214298586884,3,6,43
47926,Manhattan,Washington Heights,Private room,60,20,0,1.3732214298586884,3,180,38
47927,Brooklyn,Sheepshead Bay,Entire home/apt,300,3,0,1.3732214298586884,1,364,37
47928,Brooklyn,Flatbush,Private room,50,2,3,3.0,1,3,48
47929,Manhattan,Chinatown,Private room,71,1,0,1.3732214298586884,1,259,49
47930,Manhattan,Murray Hill,Entire home/apt,168,3,0,1.3732214298586884,1,341,37
47931,Manhattan,East Village,Entire home/apt,195,1,0,1.3732214298586884,1,25,18
47932,Queens,Astoria,Private room,50,2,1,1.0,1,1,37
47933,Manhattan,Harlem,Private room,50,20,0,1.3732214298586884,1,42,36
47934,Manhattan,Chelsea,Entire home/apt,800,3,1,1.0,1,345,32
47935,Brooklyn,Park Slope,Entire home/apt,168,5,0,1.3732214298586884,1,23,44
47936,Queens,Ridgewood,Private room,45,2,1,1.0,1,133,24
47937,Brooklyn,Clinton Hill,Shared room,40,1,3,3.0,6,350,48
47938,Brooklyn,Williamsburg,Entire home/apt,150,5,1,1.0,1,327,33
47939,Bronx,Westchester Square,Private room,75,1,0,1.3732214298586884,1,363,32
47940,Manhattan,Theater District,Private room,70,1,2,2.0,1,39,20
47941,Manhattan,Chelsea,Entire home/apt,250,90,0,1.3732214298586884,1,244,48
47942,Manhattan,Harlem,Entire home/apt,139,1,0,1.3732214298586884,1,29,50
47943,Brooklyn,Williamsburg,Entire home/apt,345,6,0,1.3732214298586884,1,22,49
47944,Brooklyn,Greenpoint,Entire home/apt,220,2,0,1.3732214298586884,1,12,42
47945,Manhattan,Upper West Side,Entire home/apt,399,4,0,1.3732214298586884,1,248,50
47946,Manhattan,SoHo,Entire home/apt,125,3,1,1.0,1,77,12
47947,Brooklyn,Kensington,Entire home/apt,169,1,2,2.0,1,53,40
47948,Manhattan,Financial District,Shared room,105,6,0,1.3732214298586884,1,87,32
47949,Queens,Long Island City,Private room,99,1,0,1.3732214298586884,8,319,34
47950,Queens,Maspeth,Entire home/apt,70,24,0,1.3732214298586884,1,52,48
47951,Manhattan,Midtown,Private room,125,1,6,6.0,1,142,38
47952,Brooklyn,East Flatbush,Entire home/apt,150,5,0,1.3732214298586884,1,365,20
47953,Brooklyn,Williamsburg,Entire home/apt,151,14,0,1.3732214298586884,1,25,44
47954,Brooklyn,Williamsburg,Private room,80,2,2,2.0,1,42,49
47955,Brooklyn,Williamsburg,Private room,49,5,0,1.3732214298586884,1,4,31
47956,Manhattan,Hell's Kitchen,Entire home/apt,320,3,0,1.3732214298586884,1,341,43
47957,Queens,Long Island City,Entire home/apt,116,90,0,1.3732214298586884,1,131,50
47958,Manhattan,Upper East Side,Entire home/apt,149,6,0,1.3732214298586884,1,82,41
47959,Queens,Rego Park,Private room,100,1,0,1.3732214298586884,1,341,50
47960,Brooklyn,Bedford-Stuyvesant,Private room,90,1,1,1.0,2,321,37
47961,Brooklyn,Bedford-Stuyvesant,Private room,60,1,0,1.3732214298586884,6,152,47
47962,Brooklyn,Bedford-Stuyvesant,Private room,56,2,1,1.0,1,179,50
47963,Manhattan,Hell's Kitchen,Entire home/apt,15,2,0,1.3732214298586884,1,139,43
47964,Queens,Maspeth,Private room,40,1,0,1.3732214298586884,1,82,13
47965,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,82,14,0,1.3732214298586884,1,30,33
47966,Manhattan,Kips Bay,Entire home/apt,350,1,0,1.3732214298586884,9,337,44
47967,Manhattan,Harlem,Entire home/apt,99,2,0,1.3732214298586884,1,189,52
47968,Brooklyn,Bushwick,Private room,99,3,0,1.3732214298586884,2,150,47
47969,Manhattan,Harlem,Private room,48,1,1,1.0,4,128,46
47970,Brooklyn,Park Slope,Entire home/apt,100,5,0,1.3732214298586884,1,8,44
47971,Manhattan,Chinatown,Entire home/apt,146,4,0,1.3732214298586884,1,36,33
47972,Brooklyn,Williamsburg,Private room,150,3,0,1.3732214298586884,1,344,44
47973,Manhattan,Harlem,Private room,80,1,1,1.0,1,86,24
47974,Brooklyn,Borough Park,Entire home/apt,67,1,1,1.0,1,49,29
47975,Manhattan,Gramercy,Entire home/apt,180,3,0,1.3732214298586884,1,4,46
47976,Manhattan,Hell's Kitchen,Entire home/apt,269,3,0,1.3732214298586884,1,329,44
47977,Manhattan,Hell's Kitchen,Private room,110,30,0,1.3732214298586884,1,105,41
47978,Manhattan,Upper West Side,Entire home/apt,279,5,2,2.0,1,346,39
47979,Manhattan,Midtown,Entire home/apt,650,3,0,1.3732214298586884,1,337,26
47980,Manhattan,SoHo,Entire home/apt,150,30,0,1.3732214298586884,1,32,44
47981,Brooklyn,Williamsburg,Private room,48,7,1,1.0,1,13,39
47982,Queens,Arverne,Entire home/apt,129,2,1,1.0,1,362,19
47983,Brooklyn,East Flatbush,Entire home/apt,150,6,0,1.3732214298586884,1,62,34
47984,Manhattan,Midtown,Private room,134,30,0,1.3732214298586884,12,365,43
47985,Brooklyn,Crown Heights,Private room,50,2,0,1.3732214298586884,1,29,29
47986,Manhattan,Nolita,Entire home/apt,225,7,1,1.0,1,76,32
47987,Manhattan,Midtown,Entire home/apt,125,7,0,1.3732214298586884,1,34,47
47988,Brooklyn,Williamsburg,Private room,44,5,1,1.0,2,40,43
47989,Brooklyn,Sunset Park,Private room,75,2,1,1.0,2,311,43
47990,Manhattan,Financial District,Entire home/apt,180,2,2,2.0,1,295,47
47991,Manhattan,Upper West Side,Entire home/apt,135,30,0,1.3732214298586884,1,44,50
47992,Brooklyn,Greenpoint,Entire home/apt,180,3,0,1.3732214298586884,2,262,44
47993,Manhattan,Financial District,Entire home/apt,180,30,0,1.3732214298586884,1,333,49
47994,Manhattan,Chinatown,Private room,125,31,0,1.3732214298586884,1,179,42
47995,Brooklyn,Flatbush,Private room,50,2,1,1.0,1,7,36
47996,Manhattan,Chelsea,Entire home/apt,240,2,0,1.3732214298586884,1,6,44
47997,Brooklyn,Vinegar Hill,Private room,75,1,0,1.3732214298586884,1,7,18
47998,Bronx,Melrose,Entire home/apt,125,2,0,1.3732214298586884,1,207,14
47999,Manhattan,Hell's Kitchen,Entire home/apt,244,3,0,1.3732214298586884,1,167,43
48000,Brooklyn,Williamsburg,Private room,95,2,0,1.3732214298586884,5,211,32
48001,Brooklyn,Williamsburg,Private room,95,2,0,1.3732214298586884,5,193,30
48002,Brooklyn,Williamsburg,Private room,90,2,0,1.3732214298586884,5,211,29
48003,Manhattan,Lower East Side,Entire home/apt,209,3,0,1.3732214298586884,2,5,48
48004,Brooklyn,Williamsburg,Private room,90,2,0,1.3732214298586884,5,211,31
48005,Queens,Long Island City,Private room,149,1,0,1.3732214298586884,8,316,28
48006,Queens,East Elmhurst,Entire home/apt,120,1,0,1.3732214298586884,1,264,48
48007,Manhattan,Midtown,Private room,100,2,0,1.3732214298586884,1,89,38
48008,Manhattan,Stuyvesant Town,Private room,77,21,2,2.0,1,321,38
48009,Queens,Flushing,Private room,48,1,3,3.0,2,166,49
48010,Queens,Long Island City,Private room,99,1,0,1.3732214298586884,8,319,34
48011,Brooklyn,Bushwick,Entire home/apt,150,1,0,1.3732214298586884,1,41,44
48012,Queens,Flushing,Private room,49,1,2,2.0,2,168,46
48013,Bronx,North Riverdale,Private room,40,1,1,1.0,3,175,19
48014,Queens,Jamaica Estates,Entire home/apt,68,2,2,2.0,1,43,46
48015,Brooklyn,Bedford-Stuyvesant,Private room,75,1,7,7.0,1,326,43
48016,Manhattan,Chelsea,Entire home/apt,250,5,0,1.3732214298586884,1,60,47
48017,Bronx,North Riverdale,Private room,40,1,1,1.0,3,174,41
48018,Queens,East Elmhurst,Private room,50,1,3,3.0,3,359,50
48019,Queens,Long Island City,Private room,159,1,0,1.3732214298586884,8,318,41
48020,Brooklyn,Midwood,Private room,120,1,2,2.0,3,330,49
48021,Manhattan,East Village,Entire home/apt,180,3,0,1.3732214298586884,1,17,45
48022,Brooklyn,Bedford-Stuyvesant,Private room,55,3,0,1.3732214298586884,1,84,38
48023,Brooklyn,Brighton Beach,Private room,75,1,2,2.0,2,353,18
48024,Manhattan,Upper East Side,Private room,69,3,0,1.3732214298586884,9,30,40
48025,Manhattan,Hell's Kitchen,Private room,185,4,1,1.0,1,50,48
48026,Manhattan,Harlem,Private room,42,2,0,1.3732214298586884,2,14,29
48028,Brooklyn,Sunset Park,Private room,42,3,0,1.3732214298586884,1,24,33
48029,Manhattan,Lower East Side,Entire home/apt,99,2,1,1.0,1,333,33
48030,Manhattan,Murray Hill,Entire home/apt,229,1,0,1.3732214298586884,1,176,50
48031,Manhattan,Lower East Side,Entire home/apt,200,2,0,1.3732214298586884,1,361,50
48032,Manhattan,Chelsea,Entire home/apt,125,30,0,1.3732214298586884,2,245,36
48033,Brooklyn,Bushwick,Private room,50,2,1,1.0,1,15,50
48034,Manhattan,Chelsea,Entire home/apt,1050,2,0,1.3732214298586884,1,365,46
48035,Brooklyn,Williamsburg,Entire home/apt,385,2,0,1.3732214298586884,1,80,33
48036,Brooklyn,Greenpoint,Private room,99,6,0,1.3732214298586884,2,54,48
48037,Brooklyn,Bushwick,Private room,50,1,1,1.0,2,11,50
48038,Manhattan,Harlem,Private room,75,4,0,1.3732214298586884,1,113,30
48039,Brooklyn,Williamsburg,Entire home/apt,155,1,2,2.0,1,88,49
48040,Queens,Woodside,Private room,90,1,0,1.3732214298586884,1,179,15
48041,Manhattan,West Village,Entire home/apt,300,2,1,1.0,1,28,41
48042,Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,7,0,1.3732214298586884,1,79,49
48043,Brooklyn,Bedford-Stuyvesant,Entire home/apt,210,5,0,1.3732214298586884,1,80,43
48044,Queens,Ditmars Steinway,Private room,70,5,0,1.3732214298586884,1,30,48
48045,Brooklyn,Bushwick,Entire home/apt,172,1,0,1.3732214298586884,1,88,35
48046,Brooklyn,Williamsburg,Entire home/apt,270,2,1,1.0,1,308,35
48047,Queens,Ridgewood,Private room,80,1,0,1.3732214298586884,1,72,50
48048,Queens,Long Island City,Private room,79,1,0,1.3732214298586884,2,346,50
48049,Brooklyn,East New York,Private room,75,2,0,1.3732214298586884,4,90,38
48050,Brooklyn,Bushwick,Entire home/apt,250,7,0,1.3732214298586884,1,32,50
48051,Manhattan,Lower East Side,Private room,120,1,0,1.3732214298586884,1,352,50
48052,Bronx,Bronxdale,Entire home/apt,60,4,2,2.0,1,194,16
48053,Queens,Astoria,Private room,100,2,0,1.3732214298586884,2,357,42
48054,Manhattan,Little Italy,Entire home/apt,202,1,0,1.3732214298586884,1,23,50
48055,Manhattan,Harlem,Private room,90,2,1,1.0,3,46,34
48056,Manhattan,Lower East Side,Private room,75,3,0,1.3732214298586884,1,21,31
48057,Brooklyn,Williamsburg,Entire home/apt,110,5,0,1.3732214298586884,1,303,33
48058,Brooklyn,Flatbush,Private room,50,1,0,1.3732214298586884,1,265,34
48059,Bronx,Pelham Gardens,Entire home/apt,79,2,1,1.0,2,354,46
48060,Brooklyn,Williamsburg,Private room,109,1,0,1.3732214298586884,3,304,47
48061,Brooklyn,Bedford-Stuyvesant,Private room,170,2,0,1.3732214298586884,1,164,32
48062,Manhattan,Harlem,Private room,70,2,0,1.3732214298586884,2,312,42
48063,Brooklyn,Cypress Hills,Private room,68,2,0,1.3732214298586884,2,315,50
48064,Manhattan,SoHo,Entire home/apt,1308,2,0,1.3732214298586884,1,179,38
48065,Manhattan,Two Bridges,Private room,70,3,0,1.3732214298586884,1,62,33
48066,Manhattan,Harlem,Entire home/apt,125,3,0,1.3732214298586884,2,326,39
48067,Manhattan,East Harlem,Shared room,65,1,2,2.0,2,170,29
48068,Manhattan,Financial District,Entire home/apt,255,1,0,1.3732214298586884,1,9,50
48069,Manhattan,Harlem,Entire home/apt,320,1,0,1.3732214298586884,1,322,50
48070,Queens,Woodhaven,Private room,130,1,0,1.3732214298586884,1,89,50
48071,Queens,Long Island City,Private room,119,1,0,1.3732214298586884,8,333,34
48072,Brooklyn,Borough Park,Private room,50,2,1,1.0,1,25,49
48073,Manhattan,Upper East Side,Entire home/apt,165,1,1,1.0,1,5,49
48074,Brooklyn,Greenpoint,Private room,75,2,0,1.3732214298586884,1,73,42
